Transaction No,Customer ID,Date,Amount
7428,zwood@att.net,15/07/17,165
7429,zwood@att.net,13/09/17,165
7430,scarlet@gmail.com,11/05/17,138
7431,satishr@optonline.net,23/08/17,201
7432,satishr@optonline.net,22/10/17,201
7433,hwestiii@mac.com,09/05/18,117
7434,hwestiii@mac.com,08/07/18,117
7435,errxn@aol.com,01/01/17,144
7436,errxn@aol.com,02/03/17,144
7437,boein@live.com,20/11/16,237
7438,boein@live.com,19/01/17,237
7439,jcholewa@aol.com,01/03/17,231
7440,jcholewa@aol.com,09/05/17,231
7441,zilla@gmail.com,19/11/17,294
7442,zilla@gmail.com,18/01/18,294
7443,calin@outlook.com,11/08/17,105
7444,calin@outlook.com,10/10/17,105
7445,sbmrjbr@verizon.net,15/09/18,255
7446,seebs@aol.com,27/09/17,129
7447,mhoffman@me.com,28/05/17,96
7448,mhoffman@me.com,05/08/17,96
7449,joelw@yahoo.com,08/10/16,297
7450,joelw@yahoo.com,07/12/16,297
7451,stinson@aol.com,05/04/17,216
7452,stinson@aol.com,04/06/17,216
7453,thowell@aol.com,25/04/17,300
7454,thowell@aol.com,24/06/17,300
7455,grdschl@att.net,25/10/16,93
7456,panolex@yahoo.ca,03/04/17,102
7457,arebenti@me.com,07/02/17,144
7458,arebenti@me.com,08/04/17,144
7459,formis@yahoo.com,31/01/18,276
7460,formis@yahoo.com,01/04/18,276
7461,srour@outlook.com,05/12/16,225
7462,notaprguy@att.net,10/04/17,222
7463,notaprguy@att.net,09/06/17,222
7464,dbrobins@msn.com,25/06/18,222
7465,dbrobins@msn.com,24/08/18,222
7466,aaribaud@me.com,17/01/18,123
7467,aaribaud@me.com,18/03/18,123
7468,hillct@yahoo.ca,12/12/16,219
7469,russotto@verizon.net,25/08/16,234
7470,draper@msn.com,11/07/17,210
7471,carroll@comcast.net,20/11/17,165
7472,carroll@comcast.net,19/01/18,165
7473,juliano@hotmail.com,28/07/18,120
7474,juliano@hotmail.com,05/10/18,120
7475,rattenbt@gmail.com,08/02/18,183
7476,rattenbt@gmail.com,09/04/18,183
7477,peoplesr@optonline.net,11/12/16,297
7478,peoplesr@optonline.net,09/02/17,297
7479,shawnce@yahoo.com,24/08/16,120
7480,shawnce@yahoo.com,01/11/16,120
7481,scottzed@msn.com,29/01/17,138
7482,scottzed@msn.com,08/04/17,138
7483,bachmann@sbcglobal.net,16/09/17,258
7484,bachmann@sbcglobal.net,15/11/17,258
7485,jtorkbob@msn.com,25/08/17,201
7486,jtorkbob@msn.com,24/10/17,201
7487,jyoliver@comcast.net,28/12/16,246
7488,cparis@outlook.com,01/12/16,144
7489,jhardin@msn.com,16/10/16,231
7490,hyper@hotmail.com,01/10/17,240
7491,hyper@hotmail.com,09/12/17,240
7492,dogdude@comcast.net,27/09/17,138
7493,pjacklam@icloud.com,31/10/17,123
7494,pjacklam@icloud.com,30/12/17,123
7495,forsberg@sbcglobal.net,23/02/18,90
7496,forsberg@sbcglobal.net,24/04/18,90
7497,bdbrown@aol.com,23/11/17,240
7498,bdbrown@aol.com,31/01/18,240
7499,jfriedl@icloud.com,19/03/17,183
7500,jfriedl@icloud.com,18/05/17,183
7501,lydia@hotmail.com,01/06/17,252
7502,lydia@hotmail.com,09/08/17,252
7503,fhirsch@comcast.net,24/04/18,207
7504,fhirsch@comcast.net,02/07/18,207
7505,isotopian@gmail.com,26/02/17,231
7506,isotopian@gmail.com,27/04/17,231
7507,mglee@aol.com,25/04/17,207
7508,mglee@aol.com,24/06/17,207
7509,mallanmba@outlook.com,30/01/18,207
7510,mallanmba@outlook.com,31/03/18,207
7511,darin@yahoo.com,18/05/18,135
7512,darin@yahoo.com,17/07/18,135
7513,malattia@mac.com,28/11/17,216
7514,malattia@mac.com,27/01/18,216
7515,scitext@comcast.net,13/02/18,261
7516,scitext@comcast.net,14/04/18,261
7517,itstatus@verizon.net,22/10/16,291
7518,steve@mac.com,26/01/17,294
7519,steve@mac.com,27/03/17,294
7520,kronvold@msn.com,07/09/17,285
7521,marcs@live.com,17/10/18,96
7522,jtorkbob@yahoo.ca,04/09/16,96
7523,jtorkbob@yahoo.ca,12/11/16,96
7524,tbmaddux@msn.com,23/11/17,147
7525,stefano@me.com,26/06/17,267
7526,stefano@me.com,25/08/17,267
7527,rsteiner@me.com,29/12/16,192
7528,rsteiner@me.com,27/02/17,192
7529,pavel@outlook.com,02/05/18,96
7530,pavel@outlook.com,10/07/18,96
7531,jeteve@mac.com,28/08/18,159
7532,lcheng@yahoo.com,08/03/17,126
7533,lcheng@yahoo.com,16/05/17,126
7534,tbmaddux@me.com,11/06/17,117
7535,tbmaddux@me.com,10/08/17,117
7536,mfleming@verizon.net,14/02/18,258
7537,mfleming@verizon.net,15/04/18,258
7538,yumpy@mac.com,01/10/16,192
7539,yumpy@mac.com,09/12/16,192
7540,dimensio@optonline.net,26/12/17,213
7541,dimensio@optonline.net,24/02/18,213
7542,osrin@sbcglobal.net,21/09/16,192
7543,crobles@aol.com,11/02/17,189
7544,crobles@aol.com,21/04/17,189
7545,barnett@aol.com,19/11/17,93
7546,barnett@aol.com,27/01/18,93
7547,seurat@mac.com,12/09/18,129
7548,yenya@aol.com,11/10/16,147
7549,yenya@aol.com,10/12/16,147
7550,keiji@gmail.com,25/09/17,108
7551,keiji@gmail.com,24/11/17,108
7552,dmiller@att.net,22/07/18,231
7553,dmiller@att.net,20/09/18,231
7554,matloff@yahoo.ca,28/06/18,231
7555,vganesh@comcast.net,06/04/17,276
7556,empathy@gmail.com,28/11/16,159
7557,empathy@gmail.com,27/01/17,159
7558,conteb@gmail.com,11/12/17,99
7559,conteb@gmail.com,18/02/18,99
7560,kannan@yahoo.ca,08/09/18,123
7561,evilopie@gmail.com,04/04/17,147
7562,evilopie@gmail.com,03/06/17,147
7563,iapetus@live.com,05/07/18,111
7564,erynf@aol.com,02/01/17,261
7565,erynf@aol.com,03/03/17,261
7566,carreras@gmail.com,07/04/17,291
7567,carreras@gmail.com,15/06/17,291
7568,doormat@hotmail.com,05/04/18,165
7569,doormat@hotmail.com,04/06/18,165
7570,roesch@aol.com,13/08/18,258
7571,roesch@aol.com,21/10/18,258
7572,parsimony@optonline.net,04/01/18,174
7573,vsprintf@aol.com,04/05/18,186
7574,vsprintf@aol.com,03/07/18,186
7575,dprice@verizon.net,07/05/18,144
7576,dprice@verizon.net,06/07/18,144
7577,benanov@sbcglobal.net,20/08/17,243
7578,benanov@sbcglobal.net,19/10/17,243
7579,uncle@msn.com,08/03/17,195
7580,uncle@msn.com,16/05/17,195
7581,mleary@yahoo.ca,02/08/18,300
7582,mleary@yahoo.ca,01/10/18,300
7583,murdocj@yahoo.com,03/09/16,222
7584,british@att.net,25/07/18,147
7585,british@att.net,23/09/18,147
7586,msloan@aol.com,13/08/17,93
7587,caronni@yahoo.com,08/01/17,111
7588,gordonjcp@hotmail.com,08/04/17,234
7589,tezbo@outlook.com,21/04/17,288
7590,tezbo@outlook.com,20/06/17,288
7591,balchen@gmail.com,13/09/17,219
7592,balchen@gmail.com,21/11/17,219
7593,drezet@gmail.com,04/10/17,114
7594,drezet@gmail.com,12/12/17,114
7595,msherr@att.net,22/12/17,222
7596,elflord@att.net,21/01/18,99
7597,elflord@att.net,22/03/18,99
7598,yangyan@verizon.net,03/05/18,168
7599,yangyan@verizon.net,02/07/18,168
7600,grdschl@yahoo.ca,11/10/16,207
7601,grdschl@yahoo.ca,19/12/16,207
7602,jadavis@me.com,19/04/17,240
7603,srour@hotmail.com,28/11/16,294
7604,srour@hotmail.com,05/02/17,294
7605,bebing@me.com,13/11/17,129
7606,bebing@me.com,12/01/18,129
7607,hutton@gmail.com,01/11/17,261
7608,hutton@gmail.com,09/01/18,261
7609,klaudon@hotmail.com,12/05/18,285
7610,neonatus@comcast.net,08/01/18,120
7611,neonatus@comcast.net,18/03/18,120
7612,scottlee@comcast.net,03/12/17,126
7613,scottlee@comcast.net,10/02/18,126
7614,sjmuir@live.com,09/02/17,93
7615,sjmuir@live.com,10/04/17,93
7616,kjetilk@yahoo.ca,02/09/16,105
7617,kjetilk@yahoo.ca,01/11/16,105
7618,seebs@aol.com,11/09/16,177
7619,aaribaud@yahoo.ca,24/05/17,279
7620,aaribaud@yahoo.ca,01/08/17,279
7621,matthijs@verizon.net,24/02/18,138
7622,matthijs@verizon.net,25/04/18,138
7623,denton@live.com,16/10/17,216
7624,denton@live.com,24/12/17,216
7625,conteb@yahoo.com,15/06/18,162
7626,conteb@yahoo.com,23/08/18,162
7627,kannan@gmail.com,10/01/17,261
7628,loscar@mac.com,29/09/16,210
7629,biglou@outlook.com,04/09/16,279
7630,biglou@outlook.com,12/11/16,279
7631,wilsonpm@hotmail.com,12/09/16,246
7632,klaudon@aol.com,12/06/18,150
7633,melnik@msn.com,23/08/17,189
7634,melnik@msn.com,22/10/17,189
7635,janneh@att.net,23/07/17,195
7636,janneh@att.net,21/09/17,195
7637,kevinm@outlook.com,09/08/17,288
7638,kevinm@outlook.com,08/10/17,288
7639,samavati@yahoo.ca,09/12/17,141
7640,samavati@yahoo.ca,16/02/18,141
7641,esbeck@sbcglobal.net,04/02/18,210
7642,esbeck@sbcglobal.net,05/04/18,210
7643,konst@mac.com,05/01/17,282
7644,konst@mac.com,15/03/17,282
7645,jonadab@yahoo.com,15/05/18,216
7646,jonadab@yahoo.com,23/07/18,216
7647,schumer@comcast.net,09/08/17,168
7648,jacks@msn.com,10/03/17,210
7649,jacks@msn.com,18/05/17,210
7650,kmiller@me.com,27/01/18,102
7651,sekiya@yahoo.ca,10/11/16,114
7652,sekiya@yahoo.ca,09/01/17,114
7653,seano@comcast.net,24/03/17,105
7654,seano@comcast.net,01/06/17,105
7655,padme@yahoo.ca,04/09/16,216
7656,padme@yahoo.ca,03/11/16,216
7657,gknauss@aol.com,24/01/17,204
7658,demmel@yahoo.ca,21/08/18,186
7659,demmel@yahoo.ca,20/10/18,186
7660,mcsporran@aol.com,01/09/17,255
7661,mcsporran@aol.com,09/11/17,255
7662,catalog@hotmail.com,18/02/17,198
7663,catalog@hotmail.com,19/04/17,198
7664,smallpaul@aol.com,24/10/16,183
7665,smallpaul@aol.com,23/12/16,183
7666,yxing@hotmail.com,29/11/17,294
7667,yxing@hotmail.com,06/02/18,294
7668,nacho@hotmail.com,23/04/17,237
7669,stakasa@icloud.com,21/10/16,138
7670,stakasa@icloud.com,20/12/16,138
7671,munge@gmail.com,07/05/17,249
7672,munge@gmail.com,15/07/17,249
7673,phizntrg@live.com,13/10/16,120
7674,phizntrg@live.com,12/12/16,120
7675,subir@icloud.com,12/02/17,285
7676,subir@icloud.com,13/04/17,285
7677,phish@msn.com,17/08/18,105
7678,phish@msn.com,25/10/18,105
7679,bdthomas@verizon.net,22/04/17,141
7680,bdthomas@verizon.net,21/06/17,141
7681,eidac@icloud.com,01/11/16,225
7682,eidac@icloud.com,09/01/17,225
7683,scato@outlook.com,22/10/16,171
7684,scarlet@gmail.com,23/05/18,183
7685,dowdy@live.com,05/06/17,294
7686,dowdy@live.com,04/08/17,294
7687,quantaman@optonline.net,16/03/18,126
7688,quantaman@optonline.net,15/05/18,126
7689,madler@sbcglobal.net,24/02/17,249
7690,madler@sbcglobal.net,25/04/17,249
7691,kludge@yahoo.com,18/07/18,276
7692,kludge@yahoo.com,25/09/18,276
7693,sopwith@mac.com,27/08/16,144
7694,sopwith@mac.com,26/10/16,144
7695,dwendlan@hotmail.com,18/09/17,195
7696,dwendlan@hotmail.com,26/11/17,195
7697,dwendlan@hotmail.com,08/10/16,228
7698,tezbo@comcast.net,11/09/16,246
7699,sburke@comcast.net,25/07/17,93
7700,sburke@comcast.net,23/09/17,93
7701,draper@icloud.com,25/10/16,186
7702,draper@icloud.com,24/12/16,186
7703,matthijs@hotmail.com,26/05/18,114
7704,matthijs@hotmail.com,25/07/18,114
7705,gfody@aol.com,14/06/17,285
7706,gfody@aol.com,13/08/17,285
7707,credmond@verizon.net,05/10/16,180
7708,credmond@verizon.net,04/12/16,180
7709,meder@yahoo.com,22/12/16,285
7710,meder@yahoo.com,01/03/17,285
7711,mfburgo@outlook.com,15/10/17,240
7712,mfburgo@outlook.com,23/12/17,240
7713,lydia@att.net,16/09/16,300
7714,lydia@att.net,24/11/16,300
7715,kimvette@gmail.com,06/07/17,135
7716,denton@live.com,28/04/17,225
7717,isaacson@hotmail.com,05/06/17,135
7718,isaacson@hotmail.com,04/08/17,135
7719,wonderkid@yahoo.ca,01/03/18,180
7720,wonderkid@yahoo.ca,30/04/18,180
7721,wagnerch@comcast.net,12/09/18,285
7722,webinc@mac.com,26/07/18,255
7723,weazelman@yahoo.com,08/06/17,99
7724,weazelman@yahoo.com,07/08/17,99
7725,heckerman@aol.com,09/01/18,282
7726,kronvold@sbcglobal.net,16/11/16,171
7727,kronvold@sbcglobal.net,15/01/17,171
7728,jcholewa@aol.com,29/05/18,108
7729,jcholewa@aol.com,28/07/18,108
7730,mdielmann@verizon.net,25/01/18,141
7731,mdielmann@verizon.net,04/04/18,141
7732,gbacon@aol.com,21/03/18,111
7733,gbacon@aol.com,20/05/18,111
7734,kjohnson@live.com,01/08/18,174
7735,kjohnson@live.com,09/10/18,174
7736,hermes@optonline.net,27/09/17,177
7737,simone@me.com,22/09/17,282
7738,simone@me.com,30/11/17,282
7739,johnbob@icloud.com,09/06/17,204
7740,louise@live.com,14/01/17,201
7741,louise@live.com,15/03/17,201
7742,mddallara@optonline.net,21/07/17,279
7743,mddallara@optonline.net,19/09/17,279
7744,murdocj@outlook.com,26/06/17,210
7745,lauronen@comcast.net,12/04/18,201
7746,lauronen@comcast.net,11/06/18,201
7747,kiddailey@att.net,25/11/17,171
7748,ianbuck@sbcglobal.net,16/06/17,108
7749,ianbuck@sbcglobal.net,15/08/17,108
7750,pkplex@live.com,23/07/17,276
7751,pkplex@live.com,21/09/17,276
7752,raides@me.com,29/08/16,258
7753,chance@comcast.net,18/01/17,174
7754,chance@comcast.net,19/03/17,174
7755,mcmillan@att.net,03/10/16,96
7756,mcmillan@att.net,11/12/16,96
7757,ylchang@msn.com,31/07/17,159
7758,ylchang@msn.com,29/09/17,159
7759,isorashi@gmail.com,09/03/17,162
7760,naupa@icloud.com,24/02/17,123
7761,naupa@icloud.com,25/04/17,123
7762,sblack@mac.com,02/02/17,237
7763,sblack@mac.com,12/04/17,237
7764,dwendlan@att.net,20/05/18,279
7765,seasweb@sbcglobal.net,17/07/17,90
7766,seasweb@sbcglobal.net,24/09/17,90
7767,geekoid@yahoo.com,12/06/18,165
7768,geekoid@yahoo.com,11/08/18,165
7769,dkasak@aol.com,19/11/16,294
7770,dkasak@aol.com,18/01/17,294
7771,caronni@mac.com,27/09/16,165
7772,caronni@mac.com,05/12/16,165
7773,bebing@hotmail.com,24/06/17,114
7774,yenya@live.com,28/10/17,204
7775,yenya@live.com,27/12/17,204
7776,stewwy@gmail.com,30/09/16,297
7777,knorr@verizon.net,21/08/18,255
7778,knorr@verizon.net,29/10/18,255
7779,mschwartz@att.net,02/01/18,96
7780,mschwartz@att.net,03/03/18,96
7781,tattooman@verizon.net,22/02/17,105
7782,tattooman@verizon.net,02/05/17,105
7783,gravyface@yahoo.com,26/12/17,138
7784,gravyface@yahoo.com,24/02/18,138
7785,smartfart@aol.com,02/06/17,216
7786,smartfart@aol.com,01/08/17,216
7787,kingjoshi@icloud.com,15/09/17,261
7788,kingjoshi@icloud.com,14/11/17,261
7789,kingma@hotmail.com,14/08/18,246
7790,kingma@hotmail.com,22/10/18,246
7791,dbindel@gmail.com,04/03/18,243
7792,dbindel@gmail.com,03/05/18,243
7793,dialworld@comcast.net,10/10/18,189
7794,esasaki@yahoo.ca,27/12/16,255
7795,esasaki@yahoo.ca,25/02/17,255
7796,paina@mac.com,14/09/16,213
7797,paina@mac.com,13/11/16,213
7798,pdbaby@gmail.com,13/02/17,108
7799,pdbaby@gmail.com,14/04/17,108
7800,noodles@optonline.net,19/05/17,165
7801,noodles@optonline.net,18/07/17,165
7802,rjones@msn.com,09/01/18,285
7803,rjones@msn.com,10/03/18,285
7804,airship@aol.com,17/10/16,225
7805,airship@aol.com,16/12/16,225
7806,cgreuter@outlook.com,28/12/16,264
7807,cgreuter@outlook.com,07/03/17,264
7808,nweaver@icloud.com,09/01/17,207
7809,mglee@aol.com,28/04/17,249
7810,miyop@hotmail.com,07/01/17,258
7811,miyop@hotmail.com,17/03/17,258
7812,michiel@msn.com,22/07/17,258
7813,michiel@msn.com,20/09/17,258
7814,dbanarse@live.com,19/05/17,219
7815,dbanarse@live.com,18/07/17,219
7816,pkplex@live.com,15/09/17,117
7817,magusnet@sbcglobal.net,12/09/16,204
7818,magusnet@sbcglobal.net,20/11/16,204
7819,kourai@yahoo.ca,27/01/17,261
7820,erynf@msn.com,08/11/17,162
7821,boein@sbcglobal.net,27/12/17,123
7822,boein@sbcglobal.net,25/02/18,123
7823,matthijs@outlook.com,07/04/17,267
7824,matthijs@outlook.com,15/06/17,267
7825,gmcgath@hotmail.com,05/10/16,210
7826,tbeck@outlook.com,13/09/16,255
7827,tbeck@outlook.com,12/11/16,255
7828,cfhsoft@mac.com,16/01/18,234
7829,cfhsoft@mac.com,26/03/18,234
7830,dimensio@sbcglobal.net,14/04/18,99
7831,dimensio@sbcglobal.net,22/06/18,99
7832,murdocj@mac.com,27/06/18,192
7833,sartak@outlook.com,28/11/17,291
7834,hauma@aol.com,12/11/16,150
7835,hauma@aol.com,11/01/17,150
7836,clkao@live.com,22/11/16,186
7837,clkao@live.com,21/01/17,186
7838,onestab@yahoo.com,02/02/18,261
7839,onestab@yahoo.com,03/04/18,261
7840,brainless@live.com,20/01/18,285
7841,brainless@live.com,21/03/18,285
7842,mjewell@live.com,06/04/18,270
7843,mjewell@live.com,05/06/18,270
7844,lydia@yahoo.ca,14/10/17,114
7845,eabrown@sbcglobal.net,27/09/16,261
7846,airship@yahoo.ca,04/06/18,243
7847,airship@yahoo.ca,03/08/18,243
7848,afifi@icloud.com,20/07/17,138
7849,afifi@icloud.com,27/09/17,138
7850,pjacklam@yahoo.com,21/01/17,297
7851,pjacklam@yahoo.com,31/03/17,297
7852,fangorn@icloud.com,21/06/17,201
7853,fangorn@icloud.com,29/08/17,201
7854,torgox@aol.com,16/12/16,120
7855,torgox@aol.com,14/02/17,120
7856,jipsen@verizon.net,21/03/17,231
7857,jipsen@verizon.net,29/05/17,231
7858,jfmulder@hotmail.com,23/10/16,186
7859,jfmulder@hotmail.com,22/12/16,186
7860,bolow@optonline.net,02/01/18,198
7861,bolow@optonline.net,12/03/18,198
7862,smeier@msn.com,07/04/18,285
7863,smeier@msn.com,15/06/18,285
7864,bdthomas@att.net,02/12/17,240
7865,bdthomas@att.net,31/01/18,240
7866,kimvette@gmail.com,11/01/17,267
7867,kimvette@gmail.com,12/03/17,267
7868,eimear@outlook.com,07/10/16,276
7869,barjam@verizon.net,08/06/18,279
7870,barjam@verizon.net,07/08/18,279
7871,barlow@live.com,17/05/18,258
7872,barlow@live.com,16/07/18,258
7873,slanglois@msn.com,10/09/17,300
7874,slanglois@msn.com,09/11/17,300
7875,afifi@me.com,22/11/16,126
7876,afifi@me.com,21/01/17,126
7877,nicktrig@msn.com,01/06/17,105
7878,nicktrig@msn.com,09/08/17,105
7879,frikazoyd@yahoo.ca,30/05/18,174
7880,chaikin@att.net,18/03/18,111
7881,chaikin@att.net,17/05/18,111
7882,seemant@yahoo.ca,19/06/17,153
7883,seemant@yahoo.ca,18/08/17,153
7884,hutton@att.net,15/02/17,162
7885,hutton@att.net,25/04/17,162
7886,jguyer@gmail.com,14/01/18,156
7887,jguyer@gmail.com,24/03/18,156
7888,benits@optonline.net,19/12/16,126
7889,rsmartin@gmail.com,29/09/16,180
7890,brickbat@gmail.com,11/11/17,264
7891,brickbat@gmail.com,10/01/18,264
7892,pedwards@msn.com,14/01/18,186
7893,pedwards@msn.com,15/03/18,186
7894,jonathan@hotmail.com,02/04/18,153
7895,dgriffith@msn.com,19/07/18,273
7896,jimmichie@hotmail.com,12/07/18,288
7897,jimmichie@hotmail.com,10/09/18,288
7898,evans@aol.com,27/08/17,99
7899,evans@aol.com,26/10/17,99
7900,tamas@att.net,17/09/16,159
7901,tamas@att.net,25/11/16,159
7902,dhwon@aol.com,15/10/16,141
7903,dhwon@aol.com,23/12/16,141
7904,trygstad@hotmail.com,11/07/18,171
7905,gbacon@outlook.com,05/10/16,204
7906,durist@aol.com,13/12/17,162
7907,durist@aol.com,20/02/18,162
7908,chaikin@yahoo.com,09/08/18,255
7909,chaikin@yahoo.com,17/10/18,255
7910,mpiotr@att.net,10/04/18,240
7911,afifi@icloud.com,07/08/17,144
7912,afifi@icloud.com,06/10/17,144
7913,codex@yahoo.ca,01/05/17,186
7914,purvis@mac.com,20/09/16,300
7915,purvis@mac.com,19/11/16,300
7916,erynf@mac.com,09/07/18,111
7917,erynf@mac.com,16/09/18,111
7918,schumer@icloud.com,11/06/17,300
7919,schumer@icloud.com,19/08/17,300
7920,aschmitz@sbcglobal.net,28/11/17,276
7921,aschmitz@sbcglobal.net,27/01/18,276
7922,mhouston@me.com,03/02/17,246
7923,johndo@live.com,09/06/18,279
7924,johndo@live.com,17/08/18,279
7925,cparis@sbcglobal.net,18/03/17,297
7926,gregh@verizon.net,29/10/17,300
7927,gregh@verizon.net,28/12/17,300
7928,rogerspl@att.net,07/10/16,111
7929,rogerspl@att.net,06/12/16,111
7930,noodles@yahoo.ca,25/11/17,159
7931,esbeck@yahoo.com,27/09/16,225
7932,esbeck@yahoo.com,26/11/16,225
7933,sinkou@me.com,09/10/18,183
7934,bader@sbcglobal.net,10/03/18,234
7935,bader@sbcglobal.net,09/05/18,234
7936,dowdy@sbcglobal.net,03/05/18,180
7937,chrwin@mac.com,24/04/17,258
7938,chrwin@mac.com,23/06/17,258
7939,magusnet@verizon.net,02/10/17,156
7940,magusnet@verizon.net,01/12/17,156
7941,shang@icloud.com,02/03/17,192
7942,shang@icloud.com,01/05/17,192
7943,haddawy@sbcglobal.net,03/04/17,252
7944,haddawy@sbcglobal.net,11/06/17,252
7945,paina@verizon.net,19/11/17,195
7946,paina@verizon.net,18/01/18,195
7947,kodeman@msn.com,10/12/17,171
7948,kodeman@msn.com,08/02/18,171
7949,isorashi@yahoo.com,11/12/17,210
7950,isorashi@yahoo.com,09/02/18,210
7951,tubesteak@optonline.net,21/04/17,267
7952,tubesteak@optonline.net,20/06/17,267
7953,breegster@gmail.com,12/03/18,237
7954,breegster@gmail.com,11/05/18,237
7955,lstein@hotmail.com,16/03/17,105
7956,lstein@hotmail.com,15/05/17,105
7957,jyoliver@hotmail.com,16/11/17,240
7958,jyoliver@hotmail.com,24/01/18,240
7959,osrin@msn.com,07/12/16,147
7960,osrin@msn.com,14/02/17,147
7961,rande@outlook.com,22/12/16,174
7962,rande@outlook.com,20/02/17,174
7963,willg@msn.com,19/01/17,213
7964,willg@msn.com,20/03/17,213
7965,boftx@yahoo.com,28/08/16,111
7966,jgoerzen@gmail.com,22/05/18,300
7967,jgoerzen@gmail.com,30/07/18,300
7968,farber@gmail.com,10/07/18,120
7969,farber@gmail.com,17/09/18,120
7970,boser@aol.com,02/03/17,144
7971,boser@aol.com,10/05/17,144
7972,bbirth@yahoo.ca,20/04/17,126
7973,yxing@hotmail.com,08/09/17,117
7974,ovprit@mac.com,16/02/17,246
7975,ovprit@mac.com,17/04/17,246
7976,pizza@gmail.com,09/01/17,219
7977,pizza@gmail.com,10/03/17,219
7978,cosimo@verizon.net,05/07/18,138
7979,cosimo@verizon.net,12/09/18,138
7980,kronvold@aol.com,18/12/17,234
7981,kronvold@aol.com,16/02/18,234
7982,sriha@yahoo.ca,23/03/18,153
7983,maneesh@me.com,15/05/17,246
7984,maneesh@me.com,14/07/17,246
7985,ghaviv@hotmail.com,09/01/18,240
7986,ghaviv@hotmail.com,19/03/18,240
7987,jacks@msn.com,21/04/17,102
7988,jacks@msn.com,20/06/17,102
7989,burns@msn.com,29/08/17,243
7990,dleconte@msn.com,08/06/18,162
7991,dleconte@msn.com,16/08/18,162
7992,frostman@yahoo.ca,10/05/17,102
7993,frostman@yahoo.ca,18/07/17,102
7994,ullman@icloud.com,28/05/18,141
7995,ullman@icloud.com,05/08/18,141
7996,godeke@msn.com,29/05/17,90
7997,godeke@msn.com,28/07/17,90
7998,jfreedma@comcast.net,22/08/18,93
7999,jfreedma@comcast.net,21/10/18,93
8000,thassine@outlook.com,22/07/18,300
8001,thassine@outlook.com,20/09/18,300
8002,daveed@icloud.com,13/01/18,120
8003,hstiles@live.com,12/09/16,168
8004,bhima@att.net,27/02/17,195
8005,skythe@comcast.net,02/09/16,111
8006,ehood@comcast.net,14/11/17,222
8007,ehood@comcast.net,13/01/18,222
8008,frode@hotmail.com,05/03/17,231
8009,frode@hotmail.com,04/05/17,231
8010,temmink@live.com,05/07/17,249
8011,temmink@live.com,12/09/17,249
8012,shang@optonline.net,21/07/17,189
8013,shang@optonline.net,19/09/17,189
8014,meinkej@me.com,13/07/18,111
8015,sbmrjbr@gmail.com,09/04/17,93
8016,fluffy@outlook.com,10/02/17,174
8017,leviathan@msn.com,02/10/16,93
8018,leviathan@msn.com,01/12/16,93
8019,evans@comcast.net,07/02/18,132
8020,evans@comcast.net,08/04/18,132
8021,mddallara@comcast.net,04/02/18,174
8022,hoyer@mac.com,04/12/16,213
8023,treeves@sbcglobal.net,21/09/16,141
8024,pgolle@gmail.com,09/08/17,99
8025,johnh@icloud.com,01/11/17,129
8026,johnh@icloud.com,31/12/17,129
8027,miami@yahoo.com,07/11/16,198
8028,notaprguy@msn.com,15/05/18,120
8029,mbrown@sbcglobal.net,21/12/16,297
8030,mbrown@sbcglobal.net,19/02/17,297
8031,ntegrity@gmail.com,03/08/18,90
8032,jespley@gmail.com,30/10/17,126
8033,elflord@sbcglobal.net,08/10/18,246
8034,jaxweb@msn.com,08/02/18,234
8035,hling@aol.com,18/10/16,108
8036,hling@aol.com,26/12/16,108
8037,podmaster@comcast.net,10/11/17,222
8038,podmaster@comcast.net,09/01/18,222
8039,jmgomez@aol.com,12/09/16,249
8040,jmgomez@aol.com,20/11/16,249
8041,johndo@gmail.com,23/09/17,261
8042,johndo@gmail.com,22/11/17,261
8043,ganter@optonline.net,28/11/17,108
8044,scotfl@verizon.net,26/09/16,171
8045,scotfl@verizon.net,25/11/16,171
8046,attwood@yahoo.ca,15/02/17,186
8047,attwood@yahoo.ca,16/04/17,186
8048,oracle@gmail.com,17/07/17,111
8049,oracle@gmail.com,24/09/17,111
8050,jesse@hotmail.com,09/07/18,294
8051,kayvonf@verizon.net,19/08/17,99
8052,kayvonf@verizon.net,18/10/17,99
8053,hmbrand@mac.com,16/08/18,195
8054,errxn@icloud.com,08/09/16,225
8055,akoblin@verizon.net,05/07/17,270
8056,akoblin@verizon.net,12/09/17,270
8057,tezbo@outlook.com,07/12/17,285
8058,tezbo@outlook.com,05/02/18,285
8059,jelmer@outlook.com,27/09/16,102
8060,jelmer@outlook.com,26/11/16,102
8061,simone@verizon.net,21/05/18,267
8062,simone@verizon.net,29/07/18,267
8063,konit@yahoo.com,02/10/17,108
8064,konit@yahoo.com,01/12/17,108
8065,sethbrown@mac.com,07/10/17,174
8066,sethbrown@mac.com,06/12/17,174
8067,juerd@outlook.com,28/05/17,255
8068,juerd@outlook.com,27/07/17,255
8069,bonmots@sbcglobal.net,31/07/17,276
8070,bonmots@sbcglobal.net,29/09/17,276
8071,sabren@hotmail.com,22/12/16,243
8072,sabren@hotmail.com,01/03/17,243
8073,hahsler@mac.com,07/06/18,294
8074,hahsler@mac.com,15/08/18,294
8075,cliffski@me.com,04/05/18,120
8076,konst@outlook.com,24/02/18,225
8077,jguyer@mac.com,29/08/17,177
